ReefID,LABEL_ID,GBRMPAFeatureName,LAT,LON,GBRMP,Within250kmOfPort,Shallow,ShallowestDepth
376,11-264,U/N Reef,-11.8076,143.7739,1,1,NA,NA
377,11-217,U/N Reef,-11.6896,143.5499,1,1,1,-8.152999878
378,11-218,U/N Reef,-11.6374,143.9141,1,1,NA,NA
379,11-219,U/N Reef,-11.6651,143.9018,1,1,NA,NA
380,11-220,U/N Reef,-11.6991,143.9025,1,1,NA,NA
381,11-221,U/N Reef,-11.7276,143.8954,1,1,NA,NA
382,11-222b,Salamander Reef,-11.7694,143.6802,1,1,1,-4.782000065
383,11-243,Raine Reef,-11.595,144.0443,1,1,1,-0.046
384,11-244a,Great Detached Reef (No 1),-11.6814,144.0183,1,1,1,-0.239999995
385,11-244b,Great Detached Reef (No 2),-11.7779,144.0703,1,1,1,0.426999986
386,11-244c,Great Detached Reef (No 3),-11.7842,143.9976,1,1,1,-1.238999963
387,11-244d,Great Detached Reef (No 4),-11.7053,143.973,1,1,1,-1.174000025
388,11-245,U/N Reef,-11.5322,144.0208,1,1,1,-6.426000118
389,11-246,Passage Reef,-11.9646,143.2474,1,1,1,-5.309000015
390,11-247,U/N Reef,-11.507,143.1115,1,1,1,-4.890999794
391,11-248,U/N Reef,-11.3272,143.114,1,1,1,-6.352000237
392,11-249,U/N Reef,-11.6204,143.3304,1,1,1,-9.684000015
393,11-250,U/N Reef,-11.4883,143.3535,1,1,0,-10.26500034
394,11-251,U/N Reef,-11.5522,143.3697,1,1,1,-5.768000126
395,11-252,U/N Reef,-11.4495,143.412,1,1,1,-7.460000038
396,11-253,U/N Reef,-11.1792,143.4427,1,1,NA,NA
397,11-254,U/N Reef,-11.1082,143.4593,1,1,1,-9.913000107
398,11-255,U/N Reef,-11.4984,143.4777,1,1,0,-12.125
399,11-256,U/N Reef,-11.6257,143.6511,1,1,0,-13.59200001
400,11-257,U/N Reef,-11.4284,143.6594,1,1,0,-13.64599991
401,11-258,U/N Reef,-11.5597,143.6855,1,1,0,-14.45199966
402,11-259,U/N Reef,-11.557,143.7056,1,1,0,-14.41300011
403,11-260,U/N Reef,-11.7961,143.7242,1,1,NA,NA
404,11-261,U/N Reef,-11.8056,143.7455,1,1,0,-18.76799965
405,11-262,U/N Reef,-11.4875,143.7503,1,1,NA,NA
406,11-229a,Devlin Reef,-11.8258,143.856,1,1,1,-0.635999978
407,11-229b,U/N Reef,-11.8443,143.8427,1,1,1,-0.368000001
408,11-230,U/N Reef,-11.8544,143.8239,1,1,1,-1.113000035
409,11-231,U/N Reef,-11.86,143.8295,1,1,1,-1.082000017
410,11-232,Five Reefs,-11.8702,143.8382,1,1,1,-0.071000002
411,11-233,U/N Reef,-11.8569,143.5902,1,1,1,-8.677000046
412,11-234,U/N Reef,-11.8254,143.6766,1,1,0,-14.15400028
413,11-235,U/N Reef,-11.8832,143.8247,1,1,1,-1.202000022
414,11-236,U/N Reef,-11.8975,143.8339,1,1,1,-0.671999991
415,11-237a,Ashmore Banks (No 1),-11.8859,143.6294,1,1,1,-0.01
416,11-237b,Ashmore Banks (No 2),-11.8805,143.7104,1,1,1,-0.054000001
417,11-237c,Ashmore Banks (No 3),-11.9267,143.688,1,1,1,-0.075000003
418,11-238,U/N Reef,-11.927,143.853,1,1,1,-0.375999987
419,11-239,Star Reef,-11.9534,143.8681,1,1,1,-0.734000027
420,11-240,Yule Detached Reef,-11.9489,143.9884,1,1,1,0.003
421,11-241,Job Reef,-11.9797,143.8841,1,1,1,-0.490999997
422,11-242,U/N Reef,-11.9936,143.9046,1,1,1,-1.65199995
423,12-007,Nomad Reef,-12.1423,143.3747,1,1,1,-0.837000012
424,12-008,Tyrrel Reefs,-12.1917,143.1085,1,1,1,-0.579999983
425,12-009,Pickard Reef,-12.2319,143.1326,1,1,1,-0.229000002
426,12-010,Kay Reef,-12.2316,143.2865,1,1,1,0.460000008
427,12-011,Beesley-Baird Reef,-12.2423,143.2063,1,1,1,0.467000008
428,11-265,U/N Reef,-11.5068,143.7772,1,1,0,-16.07699966
429,11-266,U/N Reef,-11.8131,143.7775,1,1,NA,NA
430,11-267,U/N Reef,-11.8106,143.7822,1,1,NA,NA
431,11-268,U/N Reef,-11.8256,143.7849,1,1,NA,NA
432,11-269,U/N Reef,-11.4185,143.8014,1,1,0,-15.2840004
433,11-270,U/N Reef,-11.3738,143.8051,1,1,0,-10.9090004
434,11-271,U/N Reef,-11.1916,143.8102,1,1,0,-15.65699959
435,11-272,U/N Reef,-11.8453,143.8258,1,1,1,-1.465999961
436,11-273,U/N Reef,-11.9173,143.8348,1,1,1,-8.640999794
437,11-274,U/N Reef,-11.5257,143.8501,1,1,1,-6.781000137
438,11-275,U/N Reef,-11.2879,143.855,1,1,0,-12.81099987
439,11-276,U/N Reef,-11.7301,143.8745,1,1,1,-7.948999882
440,11-277,U/N Reef,-11.1817,143.8762,1,1,0,-11.26000023
441,11-278,U/N Reef,-11.7055,143.8848,1,1,1,-8.585000038
442,11-279,U/N Reef,-11.7363,143.8873,1,1,1,-9.581000328
443,11-280,U/N Reef,-11.7545,143.8898,1,1,1,-4.912000179
444,11-281,U/N Reef,-11.6321,143.8898,1,1,1,-5.778999805
445,11-282,U/N Reef,-11.522,143.8909,1,1,1,-2.89199996
446,11-283,U/N Reef,-11.632,143.8936,1,1,1,-3.365999937
447,11-284,U/N Reef,-11.5748,143.8953,1,1,1,-3.134000063
448,11-285,U/N Reef,-11.5981,143.8963,1,1,1,-3.450000048
449,11-286,U/N Reef,-11.5971,143.9039,1,1,1,-3.460999966
450,11-287,U/N Reef,-11.575,143.9637,1,1,0,-10.19799995
451,11-288,NA,-11.7318,143.9768,0,1,NA,NA
452,11-289,U/N Reef,-11.3779,143.982,1,1,1,-4.892000198
453,11-290,U/N Reef,-11.4706,143.9834,1,1,1,-1.705000043
454,11-291,U/N Reef,-11.3289,143.9883,1,1,1,-3.920000076
455,11-292,U/N Reef,-11.3494,143.9887,1,1,1,-5.540999889
456,11-293,U/N Reef,-11.3706,143.9907,1,1,1,-3.99000001
457,11-294,U/N Reef,-11.3556,143.9914,1,1,1,-7.269000053
458,11-295,U/N Reef,-11.3231,143.9959,1,1,1,-1.837000012
459,11-296,U/N Reef,-11.3448,143.998,1,1,1,-4.40899992
460,11-297,U/N Reef,-11.3229,144.0018,1,1,1,-2.811000109
461,11-298,U/N Reef,-11.3313,144.0041,1,1,1,-2.721999884
462,11-299,U/N Reef,-11.2523,144.0051,1,1,1,-2.927999973
463,11-300,U/N Reef,-11.1218,144.0055,1,1,1,-1.363000035
464,11-301,U/N Reef,-11.3278,144.0103,1,1,1,-2.654000044
465,11-302,U/N Reef,-11.3426,144.0104,1,1,1,-6.673999786
466,11-303,NA,-11.7618,144.0132,0,1,NA,NA
467,11-304,U/N Reef,-11.3103,144.0136,1,1,1,-7.124000072
468,11-305,U/N Reef,-11.2567,144.0153,1,1,1,-8.362000465
469,11-306,U/N Reef,-11.303,144.0157,1,1,NA,NA
470,11-307,U/N Reef,-11.3319,144.0164,1,1,1,-4.552999973
471,11-308,U/N Reef,-11.286,144.0176,1,1,1,-6.052999973
472,11-309,U/N Reef,-11.3102,144.0195,1,1,1,-7.145999908
473,11-310,NA,-11.7724,144.022,0,1,NA,NA
474,11-311,NA,-11.7682,144.0271,0,1,NA,NA
475,11-312,U/N Reef,-11.2926,144.0436,1,1,1,-2.592000008
476,11-313,U/N Reef,-11.2743,144.0527,1,1,1,-1.519999981
477,11-314,U/N Reef,-11.0909,144.0634,1,1,1,-9.088000298
478,11-315,U/N Reef,-11.0576,143.2621,1,1,1,-7.065999985
479,11-316,U/N Reef,-11.0134,143.5396,1,1,NA,NA
480,11-317,U/N Reef,-11.0419,143.669,1,1,0,-10.24300003
481,11-318,U/N Reef,-11.0368,143.6852,1,1,0,-15.68299961
482,11-319,U/N Reef,-11.0046,143.6924,1,1,0,-17.92200089
483,11-320,U/N Reef,-11.0172,143.71,1,1,0,-12.02299976
484,11-321,U/N Reef,-11.0631,143.7519,1,1,0,-15.84500027
485,11-322,U/N Reef,-11.0534,143.7989,1,1,0,-16.13800049
486,11-323,U/N Reef,-11.0733,143.8092,1,1,0,-20.09600067
487,11-324,U/N Reef,-11.0796,144.0607,1,1,1,-7.15500021
488,11-800,U/N Reef,-11.4841,142.8338,1,1,1,1.618000031
489,12-001,Haggerston Reef,-12.0292,143.3007,1,1,1,-0.104999997
490,12-002,Bannan Reef,-12.0694,143.2944,1,1,1,-1.950999975
491,12-003a,Mason Reef,-12.102,143.4781,1,1,1,-0.093999997
492,12-003b,U/N Reef,-12.1136,143.3516,1,1,1,-1.713000059
493,12-003c,U/N Reef,-12.1533,143.4468,1,1,1,-1.858999968
494,12-003d,U/N Reef,-12.1863,143.5876,1,1,NA,NA
495,12-004,Moody Reef,-12.0993,143.2646,1,1,1,-0.400000006
496,12-005,Young Reef,-12.1268,143.2185,1,1,1,-0.156000003
497,12-006,Laurel Reef,-12.1395,143.2764,1,1,1,-0.538999975
498,12-027c,Fison Reefs,-12.3741,143.5459,1,1,1,-0.875999987
499,12-028,U/N Reef,-11.9951,143.9075,1,1,1,-2.289999962
500,12-029,U/N Reef,-11.9964,143.9106,1,1,1,-1.416000009
501,12-030,U/N Reef,-12.111,143.6792,1,1,1,-0.736999989
502,12-031,U/N Reef,-12.0043,143.9231,1,1,1,-0.644999981
503,12-032,U/N Reef,-12.0221,143.9555,1,1,1,-0.875
504,12-033,U/N Reef,-12.0338,143.848,1,1,1,-1.008999944
505,12-034,U/N Reef,-12.0384,143.8719,1,1,1,-1.034000039
506,12-035,U/N Reef,-12.0467,143.8966,1,1,1,-1.340999961
507,12-036,U/N Reef,-12.0417,143.8326,1,1,1,-0.856000006
508,12-037,Wishbone Reef,-12.0651,143.9646,1,0,1,-0.004
509,12-038a,U/N Reef,-12.0541,143.9092,1,1,1,-1.093999982
510,12-038b,U/N Reef,-12.0577,143.9329,1,0,1,-1.738999963
511,12-039,U/N Reef,-12.0515,143.8175,1,1,1,-0.764999986
512,12-040,U/N Reef,-12.0723,143.8114,1,1,1,-0.614000022
513,12-041,U/N Reef,-12.0576,143.549,1,1,1,-7.743999958
514,12-042,U/N Reef,-12.0951,143.8037,1,1,1,-0.425999999
515,12-043a,Martha Ridgway Reef (North),-12.12,143.808,1,1,1,-0.754000008
516,12-043b,Martha Ridgway Reef (South),-12.1447,143.8109,1,1,1,-0.852999985
517,12-012,Piper Reef,-12.251,143.2395,1,1,1,0.463
518,12-013,Inset Reef,-12.2472,143.2749,1,1,1,-0.391000003
519,12-014,Hazel Reef,-12.2716,143.2997,1,1,1,0.463999987
520,12-015,Ada Reef,-12.2865,143.1257,1,1,1,-3.382999897
521,12-016a,Gallon Reef,-12.309,143.4293,1,1,1,-0.624000013
522,12-016b,Forbes Islands Reef,-12.2968,143.4063,1,1,1,0.024
523,12-016c,U/N Reef,-12.2453,143.5132,1,1,1,-0.976000011
524,12-017,Lion Reef,-12.3054,143.1829,1,1,1,-3.072000027
525,12-018,Daniell Reef,-12.3119,143.1972,1,1,1,-0.941999972
526,12-019,North Pint Patch,-12.3305,143.344,1,1,NA,NA
527,12-020,South Pint Patch,-12.3509,143.3584,1,1,NA,NA
528,12-021,Andrew Reef,-12.3551,143.2421,1,1,1,-2.073999882
529,12-022,U/N Reef,-12.3635,143.2158,1,1,1,0.248999998
530,12-023,Kangaroo Shoals,-12.389,143.2736,1,1,1,-1.429999948
531,12-024,U/N Reef,-12.3849,143.4818,1,1,1,-0.855000019
532,12-025,U/N Reef,-12.4331,143.284,1,1,1,-2.411000013
533,12-026,Kemp Rocks Reef,-12.4395,143.361,1,1,NA,NA
534,12-027,NA,-12.4231,143.4986,0,1,1,0.083999999
535,12-027a,Eel Reef,-12.4735,143.4759,1,1,1,-0.504000008
536,12-096,Dolphin Reef,-12.5587,143.5296,1,0,1,-1.764999986
537,12-097,U/N Reef,-12.5768,143.7855,1,0,1,-0.59799999
538,12-098,Second Small Reef,-12.5821,143.7945,1,0,1,-0.182999998
539,12-099,Southern Small Detached Reef,-12.5835,143.8663,1,0,1,-0.082999997
540,12-100,U/N Reef,-12.6143,143.7142,1,0,1,-1.30400002
541,12-101,U/N Reef,-12.5993,143.8108,1,0,1,-0.61500001
542,12-044,U/N Reef,-12.1719,143.7845,1,1,1,-7.626999855
543,12-045,U/N Reef,-12.1583,143.7897,1,1,1,-1.052000046
544,12-046,U/N Reef,-12.1717,143.8052,1,1,1,-0.917999983
545,12-047,U/N Reef,-12.1943,143.7908,1,1,0,-11.81799984
546,12-048,U/N Reef,-12.1941,143.7806,1,1,1,-0.774999976
547,12-049,U/N Reef,-12.2049,143.8103,1,0,1,-7.980000019
548,12-050,U/N Reef,-12.2101,143.822,1,0,NA,NA
549,12-051,U/N Reef,-12.2084,143.7943,1,0,1,-0.936999977
550,12-052a,William Reef (East),-12.2222,143.853,1,0,1,-4.568999767
551,12-052b,William Reef (West),-12.221,143.8499,1,0,1,-5.997000217
552,12-053,Henry Reef,-12.2226,143.8192,1,0,1,-1.120000005
553,12-054,Lloyds Reef,-12.2405,143.8742,1,0,1,-2.838999987
554,12-055a,U/N Reef,-12.2429,143.8996,1,0,1,-1.35800004
555,12-055b,U/N Reef,-12.2469,143.8903,1,0,1,-1.159000039
556,12-056,Mantis Reef,-12.288,143.8982,1,0,1,-0.005
557,12-057,U/N Reef,-12.315,143.6431,1,1,NA,NA
558,12-058,Ferguson Reef,-12.3404,143.827,1,0,1,-0.535000026
559,12-059,U/N Reef,-12.3641,143.7912,1,0,1,-0.625
560,12-060,U/N Reef,-12.3815,143.6105,1,1,0,-14.9090004
561,12-061,Lagoon Reef,-12.3844,143.7571,1,0,1,-0.428000003
562,12-062,U/N Reef,-12.4118,143.7471,1,0,1,-0.648999989
563,12-063,U/N Reef,-12.4119,143.7664,1,0,1,-1.965000033
564,12-064,U/N Reef,-12.4026,143.6334,1,0,NA,NA
565,12-065,U/N Reef,-12.4226,143.568,1,0,1,-1.138000011
566,12-066,U/N Reef,-12.4168,143.6321,1,0,0,-17.5
567,12-067,Northern Small Detached Reef,-12.4151,143.8464,1,0,1,-0.391000003
568,12-068,U/N Reef,-12.4371,143.7513,1,0,1,-0.712000012
569,12-069,U/N Reef,-12.4656,143.7627,1,0,1,-0.510999978
570,12-070,U/N Reef,-12.4835,143.7587,1,0,1,-0.721000016
571,12-071,U/N Reef,-12.4888,143.7714,1,0,1,-0.774999976
572,12-072,Middle Reef,-12.5189,143.3901,1,0,1,-0.294
573,12-073,Pigeon Reef,-12.5131,143.2902,1,1,1,-0.187999994
574,12-075,U/N Reef,-12.5556,143.3226,1,1,1,0.247999996
575,12-076,Rocky Island Reef,-12.5863,143.3901,1,0,1,-0.009
576,12-077,U/N Reef,-12.6125,143.4349,1,0,1,-0.012
577,12-078,Restoration Island Reef,-12.6233,143.4467,1,0,1,0.246000007
578,12-080,U/N Reef,-12.6488,143.4181,1,0,1,0.412
579,12-081,Edward Shoal,-12.6584,143.4499,1,0,1,-1.802000046
580,12-082,U/N Reef,-12.6624,143.4223,1,0,NA,NA
581,12-083,U/N Reef,-12.7118,143.3956,1,0,1,0.446999997
582,12-084,Lloyd Island Reef,-12.7546,143.3976,1,0,1,-0.009
583,12-085,Hazelgrove Reefs,-12.7551,143.4815,1,0,1,-0.550000012
584,12-086,May Reef,-12.7782,143.4662,1,0,1,-0.192000002
585,12-087,U/N Reef,-12.7775,143.3689,1,0,1,0.200000003
586,12-088,Sunter Reef,-12.7801,143.4126,1,0,1,-0.551999986
587,12-089,Exit Reef,-12.7833,143.4867,1,0,1,-0.596000016
588,12-091,Waight Bank,-12.8111,143.4417,1,0,NA,NA
589,12-092,U/N Reef,-12.5191,143.7709,1,0,1,-0.911000013
590,12-093,Bunker Reef,-12.5202,143.6049,1,0,1,-0.537999988
591,12-094,Long Sandy Reef,-12.5345,143.7937,1,0,1,-0.122000001
592,12-095,U/N Reef,-12.5686,143.7783,1,0,1,-0.016000001
593,12-122,Sunk Reef,-12.848,143.6458,1,0,1,-4.051000118
594,12-123,U/N Reef,-12.8683,143.7939,1,0,NA,NA
595,12-124,U/N Reef,-12.8788,143.5983,1,0,1,-0.86500001
596,12-125,Rocky Island Reef,-12.8864,143.5499,1,0,1,-0.226999998
597,12-126,Frederick Patches,-12.8786,143.6265,1,0,1,-7.93900013
598,12-127,U/N Reef,-12.8938,143.8199,1,0,1,-0.104999997
599,12-129,Chapman Reef,-12.8868,143.6001,1,0,1,0.206
600,12-130,U/N Reef,-12.9339,143.7685,1,0,0,-16.50499916
601,12-131,U/N Reef,-12.9214,143.5173,1,0,1,0.197999999
602,12-132,Allen Reef,-12.9271,143.5384,1,0,1,-1.284000039
603,12-133,U/N Reef,-12.9291,143.6536,1,0,1,-1.103999972
604,12-134,U/N Reef,-12.9337,143.824,1,0,1,-0.009
605,12-135,U/N Reef,-12.9485,143.8166,1,0,1,-0.910000026
606,12-136,Hammond Reef,-12.9408,143.5475,1,0,1,-2.910000086
607,12-137,U/N Reef,-12.9654,143.8286,1,0,1,-0.537
608,12-138,U/N Reef,-12.9651,143.551,1,0,1,-2.160000086
609,12-139,U/N Reef,-12.9519,143.6927,1,0,1,-2.266000032
610,12-141,U/N Reef,-12.9842,143.8293,1,0,1,-4.843999863
611,12-102,Curd Reef,-12.5814,143.5492,1,0,1,-0.165000007
612,12-103,U/N Reef,-12.6174,143.8124,1,0,1,-6.153999805
613,12-104,Log Reef (North),-12.6345,143.8357,1,0,1,-0.591000021
614,12-105,Burke Reef,-12.6328,143.5634,1,0,1,-0.681999981
615,12-106,Tannadice Shoal,-12.662,143.5245,1,0,1,-6.302000046
616,12-107,Log Reef (South),-12.6845,143.8444,1,0,1,-0.600000024
617,12-108,U/N Reef,-12.6958,143.8136,1,0,1,-1.123999953
618,12-109,U/N Reef,-12.6911,143.8225,1,0,1,-1.029999971
619,12-110,U/N Reef,-12.7054,143.8105,1,0,1,-0.88499999
620,12-111,First Small Reef,-12.7218,143.8079,1,0,1,-0.646000028
621,12-112,Ape Reef,-12.6961,143.6197,1,0,1,-0.056000002
622,12-113,U/N Reef,-12.746,143.7923,1,0,1,-0.952000022
623,12-114,U/N Reef,-12.7575,143.8134,1,0,1,-0.002
624,12-115,Zenith Reef,-12.7682,143.613,1,0,1,-0.208000004
625,12-116,U/N Reef,-12.7976,143.8024,1,0,1,-0.880999982
626,12-118,Bligh Reef,-12.8327,143.8356,1,0,1,-0.005
627,12-119,Wye Reef,-12.8101,143.6153,1,0,1,-0.071999997
628,12-120,Lansdown Reef,-12.815,143.546,1,0,1,-3.220999956
629,12-121,U/N Reef,-12.8394,143.7447,1,0,1,-0.981000006
630,13-036,Throne Shoals,-13.2386,143.7395,1,0,1,-0.843999982
631,13-037,U/N Reef,-13.25,143.9349,1,0,1,-3.588000059
632,13-038,U/N Reef,-13.2575,143.6907,1,0,1,-4.328000069
633,13-040,U/N Reef,-13.2741,143.9464,1,0,1,-0.874000013
634,13-041,Celebration Reef,-13.2761,143.6936,1,0,1,-0.672999978
635,12-142,U/N Reef,-12.9947,143.7239,1,0,1,-7.423999786
636,12-143,Cat Reef,-12.9976,143.8496,1,0,1,-0.008
637,12-144,U/N Reef,-12.9855,143.5341,1,0,1,-2.502000093
638,12-145,Sherrard Reef,-12.9896,143.6144,1,0,1,-0.013
639,12-146,U/N Reef,-12.995,143.6884,1,0,1,-3.10800004
640,12-148,U/N Reef,-12.9735,143.6544,1,0,1,-2.828000069
641,12-149,U/N Reef,-12.5089,143.7684,1,0,1,-1.843999982
642,12-150,U/N Reef,-12.1636,143.8072,1,1,1,-9.43200016
643,12-151,U/N Reef,-12.0311,143.8871,1,1,1,-3.976999998
644,12-152,U/N Reef,-12.0333,143.8972,1,1,1,-2.410000086
645,12-038c,U/N Reef,-12.0611,143.9257,1,0,1,-1.281000018
646,12-154,U/N Reef,-12.0465,143.9301,1,1,1,-1.368000031
647,13-001,U/N Reef,-13.0238,143.7915,1,0,0,-15.41300011
648,13-002,Derry Reef,-13.0225,143.8589,1,0,1,-0.155000001
649,13-004,Wasp Reef,-13.0297,143.5399,1,0,1,-1.294999957
650,13-005,Ham Reef,-13.0385,143.8717,1,0,1,-0.015
651,13-006,Osborne Reef,-13.0418,143.6262,1,0,1,-0.284999996
652,13-007,U/N Reef,-13.0321,143.5135,1,0,1,0.203999996
653,13-008,MacNamara Patch,-13.0514,143.6431,1,0,1,-7.09800005
654,13-009,Wilsen Shoal,-13.0533,143.8665,1,0,1,-8.31099987
655,13-010a,U/N Reef,-13.0615,143.8795,1,0,NA,NA
656,13-010b,U/N Reef,-13.0661,143.8825,1,0,NA,NA
657,13-011,U/N Reef,-13.0664,143.819,1,0,0,-14.69900036
658,13-012,Stork Reef,-13.0649,143.5563,1,0,1,0.200000003
659,13-013,U/N Reef,-13.0765,143.5241,1,0,1,-2.118999958
660,13-014,U/N Reef,-13.0705,143.6972,1,0,1,-0.999000013
661,13-015,Franklin Reef,-13.0758,143.8979,1,0,1,-1.065000057
662,13-016a,U/N Reef,-13.0793,143.9161,1,0,1,-8.090999603
663,13-016b,U/N Reef,-13.083,143.9216,1,0,1,-9.93999958
664,13-017a,U/N Reef,-13.0764,143.9382,1,0,1,-8.5
665,13-017b,U/N Reef,-13.0793,143.929,1,0,1,-1.370000005
666,13-017c,U/N Reef,-13.0793,143.9343,1,0,1,-8.116000175
667,13-019,U/N Reef,-13.1106,143.5083,1,0,1,0.189999998
668,13-020,Sykes Reef,-13.1089,143.5581,1,0,NA,NA
669,13-021,Colclough Reef,-13.1072,143.7237,1,0,1,-1.008999944
670,13-022,New Reef,-13.1112,143.6579,1,0,1,-0.769999981
671,13-023,Dart Shoal,-13.1387,143.7486,1,0,0,-17.35300064
672,13-024,Glennie Reef,-13.1521,143.6421,1,0,1,-0.64200002
673,13-025,Waterwitch Reef,-13.151,143.6158,1,0,1,-0.776000023
674,13-026,Gertrude Reef,-13.1622,143.6608,1,0,1,-1.723999977
675,13-027,Jubilee Reef,-13.1697,143.762,1,0,1,-0.052000001
676,13-028,Tijou Reef,-13.1596,143.9591,1,0,1,-0.001
677,13-029,U/N Reef,-13.1712,143.5225,1,0,1,0.054000001
678,13-030,U/N Reef,-13.1766,143.5508,1,0,1,-0.774999976
679,13-031,Night Reef,-13.1837,143.5739,1,0,1,0.129999995
680,13-032,Diamond Reign Reefs,-13.2045,143.6945,1,0,1,-1.264999986
681,13-033,U/N Reef,-13.1961,143.8765,1,0,1,-6.159999847
682,13-034,Binstead Reef,-13.218,143.5706,1,0,1,0.066
683,13-035,U/N Reef,-13.1864,143.8101,1,0,NA,NA
684,17-014,Hedley Reef,-17.2286,146.4837,1,1,1,-0.855000019
685,17-015,Jackson Patches,-17.2795,146.3029,1,1,1,-8.628000259
686,18-016,Virginia Chadwick Reef,-18.004,146.8386,1,1,1,-1.082999945
687,18-017,Reg Ward Reef,-18.032,146.7851,1,1,1,-1.348999977
688,18-018,Otter Reef,-18.0522,146.5589,1,1,1,-1.029999971
689,16-020a,Undine Reef (West),-16.1234,145.6872,1,1,1,-0.43900001
690,16-020b,Undine Reef (East),-16.1172,145.7754,1,1,1,-0.981999993
691,16-022a,U/N Reef,-16.1743,145.6453,1,1,1,-7.383999825
692,16-022b,U/N Reef,-16.184,145.6371,1,1,1,-4.972000122
693,16-023,Rudder Reef,-16.1922,145.6934,1,1,1,-0.50999999
694,16-024,Chinaman Reef,-16.2131,145.7916,1,1,1,-0.825999975
695,16-071,Moore Reef,-16.8743,146.213,1,1,1,-0.296000004
696,16-072,North West Reef,-16.8769,146.3889,1,1,1,-5.051000118
697,16-073,Elford Reef,-16.9116,146.2486,1,1,1,-0.526000023
698,16-074,Briggs Reef,-16.938,146.2067,1,1,1,-0.846000016
699,16-075,Channel Reef,-16.9447,146.4448,1,1,1,-0.94599998
700,16-076,U/N Reef,-16.9692,146.4844,1,1,NA,NA
701,17-016a,McCulloch Reef (No 1),-17.2879,146.4417,1,1,1,-0.989000022
702,17-016b,McCulloch Reef (No 2),-17.275,146.4657,1,1,1,-7.077000141
703,17-017,Gibson Reef,-17.302,146.3596,1,1,1,-0.762000024
704,17-018a,Howie Reef,-17.3939,146.3851,1,1,1,-0.796999991
705,18-019,Barnett Patches,-18.0601,146.8531,1,1,1,-0.806999981
706,18-020,Duncan Reef,-18.0837,146.7866,1,1,1,-1.042999983
707,18-021,U/N Reef,-18.1066,146.7482,1,1,1,-1.957999945
708,18-022,Felicity Wishart Reef,-18.117,146.7663,1,1,1,-1.072000027
709,16-025,Opal Reef,-16.2209,145.8897,1,1,1,-0.495999992
710,16-026,Tongue Reef,-16.3209,145.7926,1,1,1,-0.552999973
711,16-027,U/N Reef,-16.352,145.7649,1,1,1,-1.123000026
712,16-028,Low Islands Reef,-16.3863,145.5643,1,1,1,0.300999999
713,16-077,U/N Reef,-16.976,146.4488,1,1,0,-12.31000042
714,16-078,U/N Reef,-16.9853,146.4848,1,1,NA,NA
715,16-079,Outer Shoal,-16.9936,146.5151,1,1,0,-12.19699955
716,16-080,Korea Reef,-16.5548,145.5531,1,1,1,-2.444000006
717,16-081,Yule Reef,-16.56,145.5302,1,1,1,-1.45599997
718,16-082,Garioch Reef,-16.5937,145.532,1,1,1,-1.118000031
719,16-083,U/N Reef,-16.0825,145.4722,1,1,1,-0.097000003
720,16-084,U/N Reef,-16.0842,145.4704,1,1,1,-0.055
721,17-018b,Arthur Patches,-17.3875,146.3393,1,1,1,-3.621999979
722,17-020a,U/N Reef,-17.4458,146.4789,1,1,1,-8.142999649
723,17-020b,U/N Reef,-17.429,146.4604,1,1,0,-14.90799999
724,17-021a,U/N Reef,-17.454,146.4548,1,1,1,-6.492000103
725,17-021b,U/N Reef,-17.448,146.463,1,1,NA,NA
726,17-023,Cayley Reef,-17.4768,146.4572,1,1,1,-0.742999971
727,18-023,U/N Reef,-18.1335,146.9667,1,1,1,-1.098999977
728,18-024,Britomart Reef,-18.2298,146.7215,1,1,1,-1.202999949
729,18-025,U/N Reef,-18.261,146.8981,1,1,1,-0.880999982
730,16-029,Batt Reef,-16.4141,145.7675,1,1,1,-0.430999994
731,16-030,Norman Reef,-16.4281,145.9967,1,1,1,-0.768999994
732,16-031,Satellite Reef,-16.4405,145.6873,1,1,1,-6.507999897
733,16-032,Saxon Reef,-16.4651,145.9903,1,1,1,-0.870999992
734,16-033,Linden Bank,-16.3065,146.0025,1,1,0,-18.85000038
735,16-034,Spur Reef,-16.4046,146.0461,1,1,1,-5.52699995
736,16-085,U/N Reef,-16.0876,145.4689,1,1,1,-0.004
737,16-086,U/N Reef,-16.2063,145.4584,1,1,NA,NA
738,16-087,U/N Reef,-16.2461,145.4763,1,1,NA,NA
739,16-088,U/N Reef,-16.3532,145.4232,1,1,NA,NA
740,17-024,Peart Reef,-17.4823,146.3911,1,1,1,-0.86500001
741,17-025,U/N Reef,-17.1002,146.4934,1,1,1,-4.855999947
742,17-026,U/N Reef,-17.139,146.5706,1,1,0,-19.03100014
743,17-027,Raaf Shoals,-17.191,146.5418,1,1,0,-11.33100033
744,17-028,Publican Shoals (North),-17.266,146.5458,1,1,1,-5.706999779
745,17-029a,Mustard Patches (North),-17.2619,146.6087,1,1,0,-15.91600037
746,17-029b,Mustard Patches (South),-17.2864,146.6104,1,1,1,-9.871999741
747,18-026,Walker Reef,-18.325,146.7446,1,1,1,-0.980000019
748,18-027,Trunk Reef,-18.3541,146.8318,1,1,1,-1.246999979
749,18-028,U/N Reef,-18.3866,146.7626,1,1,NA,NA
750,18-029,Bramble Reef,-18.4082,146.7062,1,1,1,-1.097000003
751,18-030,Kelso Reef,-18.4365,146.9901,1,1,1,-1.552000046
